Name,URL
Ladies Finger / ಬೆಂಡೇಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=155&VarCode=1&Date=DATEHERE&CommName=Ladies Finger / ಬೆಂಡೇಕಾಯಿ&VarName=Ladies Finger / ಬೆಂಡೆಕಾಯಿ
Ladies Finger / ಬೆಂಡೆಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=155&VarCode=1&Date=DATEHERE&CommName=Ladies Finger / ಬೆಂಡೇಕಾಯಿ&VarName=Ladies Finger / ಬೆಂಡೆಕಾಯಿ
Snakeguard / ಪಡವಲಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=156&VarCode=1&Date=DATEHERE&CommName=Snakeguard / ಪಡವಲಕಾಯಿ&VarName=Snakeguard / ಪಡವಲಕಾಯಿ
Snakeguard / ಪಡವಲಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=156&VarCode=1&Date=DATEHERE&CommName=Snakeguard / ಪಡವಲಕಾಯಿ&VarName=Snakeguard / ಪಡವಲಕಾಯಿ
Beetroot / ಬೀಟ್ರೂಟ್,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=157&VarCode=1&Date=DATEHERE&CommName=Beetroot / ಬೀಟ್ರೂಟ್&VarName=Beetroot / ಬೀಟ್ ರೂಟ್
Beetroot / ಬೀಟ್ ರೂಟ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=157&VarCode=1&Date=DATEHERE&CommName=Beetroot / ಬೀಟ್ರೂಟ್&VarName=Beetroot / ಬೀಟ್ ರೂಟ್
White Pumpkin / ಬೂದುಕುಂಬಳ ಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=158&VarCode=1&Date=DATEHERE&CommName=White Pumpkin / ಬೂದುಕುಂಬಳ ಕಾಯಿ&VarName=White Pumpkin / ಬೂದು ಕುಂಬಳಕಾಯಿ
White Pumpkin / ಬೂದು ಕುಂಬಳಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=158&VarCode=1&Date=DATEHERE&CommName=White Pumpkin / ಬೂದುಕುಂಬಳ ಕಾಯಿ&VarName=White Pumpkin / ಬೂದು ಕುಂಬಳಕಾಯಿ
Cucumbar / ಸೌತೆಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=159&VarCode=1&Date=DATEHERE&CommName=Cucumbar / ಸೌತೆಕಾಯಿ&VarName=Cucumbar / ಸೌತೆಕಾಯಿ
Cucumbar / ಸೌತೆಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=159&VarCode=1&Date=DATEHERE&CommName=Cucumbar / ಸೌತೆಕಾಯಿ&VarName=Cucumbar / ಸೌತೆಕಾಯಿ
Ridgeguard / ಹೀರೇಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=160&VarCode=1&Date=DATEHERE&CommName=Ridgeguard / ಹೀರೇಕಾಯಿ&VarName=Ridgeguard / ಹೀರೆಕಾಯಿ
Ridgeguard / ಹೀರೆಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=160&VarCode=1&Date=DATEHERE&CommName=Ridgeguard / ಹೀರೇಕಾಯಿ&VarName=Ridgeguard / ಹೀರೆಕಾಯಿ
Raddish / ಮುೂಲಂಗಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=161&VarCode=1&Date=DATEHERE&CommName=Raddish / ಮುೂಲಂಗಿ&VarName=Raddish / ಮೂಲಂಗಿ
Raddish / ಮೂಲಂಗಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=161&VarCode=1&Date=DATEHERE&CommName=Raddish / ಮುೂಲಂಗಿ&VarName=Raddish / ಮೂಲಂಗಿ
Thondekai / ತೊಂಡೆಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=162&VarCode=1&Date=DATEHERE&CommName=Thondekai / ತೊಂಡೆಕಾಯಿ&VarName=Thondekai / ತೊಂಡೇಕಾಯಿ
Thondekai / ತೊಂಡೇಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=162&VarCode=1&Date=DATEHERE&CommName=Thondekai / ತೊಂಡೆಕಾಯಿ&VarName=Thondekai / ತೊಂಡೇಕಾಯಿ
Capsicum /  ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=164&VarCode=1&Date=DATEHERE&CommName=Capsicum /  ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ&VarName=Capsicum / ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ
Capsicum / ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=164&VarCode=1&Date=DATEHERE&CommName=Capsicum /  ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ&VarName=Capsicum / ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ
Green Avare (W) / ಅವರೇಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=165&VarCode=3&Date=DATEHERE&CommName=Green Avare (W) / ಅವರೇಕಾಯಿ&VarName=Green Avare (W) / ಅವರೆಕಾಯಿ (ಇಡಿ)
Green Avare (W) / ಅವರೆಕಾಯಿ (ಇಡಿ) (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=165&VarCode=3&Date=DATEHERE&CommName=Green Avare (W) / ಅವರೇಕಾಯಿ&VarName=Green Avare (W) / ಅವರೆಕಾಯಿ (ಇಡಿ)
Alasandikai / ಅಲಸಂದಿಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=166&VarCode=1&Date=DATEHERE&CommName=Alasandikai / ಅಲಸಂದಿಕಾಯಿ&VarName=Alasandikai / ಅಲಸಂದಿಕಾಯಿ
Alasandikai / ಅಲಸಂದಿಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=166&VarCode=1&Date=DATEHERE&CommName=Alasandikai / ಅಲಸಂದಿಕಾಯಿ&VarName=Alasandikai / ಅಲಸಂದಿಕಾಯಿ
Drum Stick / ನುಗ್ಗೆಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=168&VarCode=1&Date=DATEHERE&CommName=Drum Stick / ನುಗ್ಗೆಕಾಯಿ&VarName=Drumstick / ನುಗ್ಗೆಕಾಯಿ
Drumstick / ನುಗ್ಗೆಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=168&VarCode=1&Date=DATEHERE&CommName=Drum Stick / ನುಗ್ಗೆಕಾಯಿ&VarName=Drumstick / ನುಗ್ಗೆಕಾಯಿ
Chapparada Avare / ಚಪ್ಪರದವರೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=169&VarCode=1&Date=DATEHERE&CommName=Chapparada Avare / ಚಪ್ಪರದವರೆ&VarName=Chapparada Avarekai / ಚಪ್ಪರದ ಅವರೆಕಾಯಿ
Chapparada Avarekai / ಚಪ್ಪರದ ಅವರೆಕಾಯಿ  (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=169&VarCode=1&Date=DATEHERE&CommName=Chapparada Avare / ಚಪ್ಪರದವರೆ&VarName=Chapparada Avarekai / ಚಪ್ಪರದ ಅವರೆಕಾಯಿ
Thogarikai / ತೊಗರಿಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=170&VarCode=1&Date=DATEHERE&CommName=Thogarikai / ತೊಗರಿಕಾಯಿ&VarName=Thogarikai / ತೊಗರಿಕಾಯಿ
Thogarikai / ತೊಗರಿಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=170&VarCode=1&Date=DATEHERE&CommName=Thogarikai / ತೊಗರಿಕಾಯಿ&VarName=Thogarikai / ತೊಗರಿಕಾಯಿ
Leafy Vegetables / ಸೊಪ್ಪುಗಳು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=171&VarCode=1&Date=DATEHERE&CommName=Leafy Vegetables / ಸೊಪ್ಪುಗಳು&VarName=Leafy Vegetables / ಸೊಪ್ಪುಗಳು
Leafy Vegetables / ಸೊಪ್ಪುಗಳು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=171&VarCode=1&Date=DATEHERE&CommName=Leafy Vegetables / ಸೊಪ್ಪುಗಳು&VarName=Leafy Vegetables / ಸೊಪ್ಪುಗಳು
Sweet Pumpkin / ಸಿಹಿ ಕುಂಬಳಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=173&VarCode=1&Date=DATEHERE&CommName=Sweet Pumpkin / ಸಿಹಿ ಕುಂಬಳಕಾಯಿ&VarName=Sweet Pumpkin / ಸಿಹಿಕುಂಬಳಕಾಯಿ
Sweet Pumpkin / ಸಿಹಿಕುಂಬಳಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=173&VarCode=1&Date=DATEHERE&CommName=Sweet Pumpkin / ಸಿಹಿ ಕುಂಬಳಕಾಯಿ&VarName=Sweet Pumpkin / ಸಿಹಿಕುಂಬಳಕಾಯಿ
Peas Wet / ಹಸಿ ಬಟಾಣಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=174&VarCode=1&Date=DATEHERE&CommName=Peas Wet / ಹಸಿ ಬಟಾಣಿ&VarName=Peas Wet / ಹಸಿ ಬಟಾಣಿ
Peas Wet / ಹಸಿ ಬಟಾಣಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=174&VarCode=1&Date=DATEHERE&CommName=Peas Wet / ಹಸಿ ಬಟಾಣಿ&VarName=Peas Wet / ಹಸಿ ಬಟಾಣಿ
Seemebadanekai / ಸೀಮೆ ಬದನೆಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=176&VarCode=1&Date=DATEHERE&CommName=Seemebadanekai / ಸೀಮೆ ಬದನೆಕಾಯಿ&VarName=Seemebadanekai / ಸೀಮೆಬದನೆಕಾಯಿ
Seemebadanekai / ಸೀಮೆಬದನೆಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=176&VarCode=1&Date=DATEHERE&CommName=Seemebadanekai / ಸೀಮೆ ಬದನೆಕಾಯಿ&VarName=Seemebadanekai / ಸೀಮೆಬದನೆಕಾಯಿ
Knool Khol / ನವಿಲುಕೋಸು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=177&VarCode=1&Date=DATEHERE&CommName=Knool Khol / ನವಿಲುಕೋಸು&VarName=Knool Khol / ನವಿಲುಕೋಸು
Knool Khol / ನವಿಲುಕೋಸು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=177&VarCode=1&Date=DATEHERE&CommName=Knool Khol / ನವಿಲುಕೋಸು&VarName=Knool Khol / ನವಿಲುಕೋಸು
Suvarnagadde / ಸುವಣಗೆಡ್ಡೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=178&VarCode=1&Date=DATEHERE&CommName=Suvarnagadde / ಸುವಣಗೆಡ್ಡೆ&VarName=Suvarnagadde / ಸುವರ್ಣ ಗೆಡ್ಡೆ
Suvarnagadde / ಸುವರ್ಣ ಗೆಡ್ಡೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=178&VarCode=1&Date=DATEHERE&CommName=Suvarnagadde / ಸುವಣಗೆಡ್ಡೆ&VarName=Suvarnagadde / ಸುವರ್ಣ ಗೆಡ್ಡೆ
Lime (Lemon) / ನಿಂಬೆಹಣ್ಣು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=180&VarCode=1&Date=DATEHERE&CommName=Lime (Lemon) / ನಿಂಬೆಹಣ್ಣು&VarName=Lime (Lemon) / ನಿಂಬೆಹಣ್ಣು
Lime (Lemon) / ನಿಂಬೆಹಣ್ಣು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=180&VarCode=1&Date=DATEHERE&CommName=Lime (Lemon) / ನಿಂಬೆಹಣ್ಣು&VarName=Lime (Lemon) / ನಿಂಬೆಹಣ್ಣು
Bunch Beans / ಗೋರಿಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=224&VarCode=1&Date=DATEHERE&CommName=Bunch Beans / ಗೋರಿಕಾಯಿ&VarName=Bunch Beans / ಗೋರಿಕಾಯಿ
Bunch Beans / ಗೋರಿಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=224&VarCode=1&Date=DATEHERE&CommName=Bunch Beans / ಗೋರಿಕಾಯಿ&VarName=Bunch Beans / ಗೋರಿಕಾಯಿ
